movieId,title,all_tags
260,Star Wars: Episode IV - A New Hope (1977),"princess, wincest, myth, outdated, knights, tv, stylized, sith, soundtrack, dvd-video, sci-fi, action, usa, androids, breakthroughs, humorous, awesome, empire, war, betamax, fantasy, leia, atmospheric, wizards, force, dvd, visionary, space, quotable, exciting, homage, desert, sequel, cav, spaceflight, space-opera, acting, starwars, jedi, midgets, series, franchise, lucas, bd-video, dialogue, chewbacca, clv, script, spielberg, adventure, vhs, complete, overrated, heroic, scifi, classic, director-screenwriter, rousing, epic, galactic, lightsabers, robots, luke, nerdy, aliens, story"
261,Little Women (1994),"acting, remake, romance, characters, christmas, clv, drama, ok, americana, story, excellent"
262,"Little Princess, A (1995)","england, children, orphan, imagination, india, drama, music, clv, girls"
263,Ladybird Ladybird (1994),"drama, biting, cathartic, forceful, drab, harsh, divx, angry"
264,"Enfer, L' (1994)","obsession, drama, enigmatic, infidelity"
265,Like Water for Chocolate (Como agua para chocolate) (1992),"food, romance, cooking, compassionate, downbeat, magic, exaggerated, warm, romantic, drama, fantasy, bittersweet, intimate, passionate"
266,Legends of the Fall (1994),"romance, long, prohibition, western, dramatic, favorites, epic, drama, war, intense, clv, emotional, bittersweet"
267,Major Payne (1995),"children, comedy, underdog, clv, seen, funny, military, hilarious"
268,Little Odessa (1994),"mafia, drama, crime"
269,My Crazy Life (Mi vida loca) (1993),"gangs, drama, friendship"
270,Love Affair (1994),"romance, romantic, drama, clv"
271,Losing Isaiah (1995),"lawyer, adoption, drama"
272,"Madness of King George, The (1994)","england, hulu, comedy, clv, drama, biopics, madness, biography, history, funny, revolution, vhs, biopic, insanity, royalty"
273,Mary Shelley's Frankenstein (Frankenstein) (1994),"underrated, horror, remake, bibliothek, frankenstein, drama, gothic, sci-fi"
274,Man of the House (1995),"comedy, children, chase, divorce"
275,Mixed Nuts (1994),"christmas, depressing, comedy, bummer, holiday, annoying"
276,Milk Money (1994),"romance, kids, treehouse, comedy, clv, boy, matchmaking, prostitution, family"
277,Miracle on 34th Street (1994),"remake, christmas, classic, drama, holiday, family"
278,Miami Rhapsody (1995),"comedy, marriage, relationships, infidelity"
279,My Family (1995),"clv, family, drama, original"
280,Murder in the First (1995),"alcatraz, prison, clv, drama, thriller, corruption, lawyers, insanity, courtroom, torture"
281,Nobody's Fool (1994),"romance, underrated, relationships, hulu, comedy, clv, drama"
282,Nell (1994),"flashbacks, twins, psychological, skinnydipping, communication, fear, drama, disability, language, touching, doctors"
283,New Jersey Drive (1995),"drama, crime, cars, redemption"
284,New York Cop (NyÃ» YÃ´ku no koppu) (1993),"action, crime"
285,Beyond Bedlam (1993),"horror, original, drama, dreams, surreal"
286,Nemesis 2: Nebula (1995),"action, original, fbb, thriller, muscles, cyborgs, sequels, sci-fi"
287,Nina Takes a Lover (1994),"comedy, romance, original"
288,Natural Born Killers (1994),"underrated, incest, prison, mindfuck, stylized, hallucinatory, annoying, action, satirical, lurid, paranoid, spree, dvd, violent, obnoxious, visceral, brutality, violence, media, clv, journalism, thriller, frantic, grating, nothing, menacing, psychedelic, satire, controversial, brutal, owned, love, crime, ultra-violence"
289,Only You (1994),"comedy, romance, romantic, destiny"
290,Once Were Warriors (1994),"maori, brutality, sad, violence, tattoos, alcoholism, welfare, drama, poverty, disturbing, rape, auckland, abuse, crime, violent"
291,Poison Ivy II (1996),"drama, erotic, sexual, thriller"
292,Outbreak (1995),"action, overrated, biology, virus, clv, drama, gross, epidemic, thriller, want, reviewed, sdf, formulaic, military, good, disease, sci-fi"
293,LÃ©on: The Professional (a.k.a. The Professional) (LÃ©on) (1994),"assassin-in-training, quirky, emotional, stylized, sniper, soundtrack, hitman, dvd-video, police, touching, shooting, strong, milk, assassins, action, estrangeinro, portman, friendship, humorous, drama, disturbing, reviewed, tense, corruption, predictable, humane, unique, plot, murder, visceral, beautiful, acting, girl, intense, killer-as-protagonist, thriller, harsh, scope, crime, slick, assassin, unlikely, atmosphere, pedo, owned, guns, assassination, french"
294,"Perez Family, The (1995)","romance, original, comedy, romantic, family"
295,"Pyromaniac's Love Story, A (1995)","comedy, romance, romantic, original"
296,Pulp Fiction (1994),"fate, milkshake, dark, unpredictable, mindfuck, stylized, thought-provoking, colourful, neo-noir, r, usa, post-modern, violent, cult, paradoxical, mobster, bd-video, offensive, ldschoolcool, philosophical, rated-r, quotes, legend, episodic, watch-fully, anal, rousing, off-beat, irony, cool, funny, crime, ultra-violence, superb, innovative, blood, tarantino, hitman, riveting, vincent, action, characters, zeitgeist-y, storytelling, comedy, humorous, drama, random, mob, atmospheric, sweet, irreverent, heroin, visceral, brutality, dialogue, aggressive, scenic, thriller, suspense, drugs, quirkey, interesting, empty, intelligent, epic, ensemble, own, clever, pointless, style, witty, unrealistic, sarcasm, original, subculture, fun, dvd-r, tv, quirky, soundtrack, gritty, bloody, retro, want, mafia, nonlinear, quotable, smart, exciting, murder, acting, ironic, noir, clv, puppets, stupid, stories, vhs, artsy, splatter, overrated, assassin, gangster, thoughtful, semi-kafkaesque, macho, sick, bibliothek, pretentious, stylish, satire, genius, caper, watched, owned, sex, non-linear, rape, metafiction, homosexuality, raw, literate, humor, masterpiece, hypertextual, overated, dialogs, unconventional, disturbing, hipster, amazing, dvd, unique, pulp, sophisticated, violence, gangsters, one-liners, intense, killer-as-protagonist, anthology, nothing, conversation, entertaining, trashy, talky, trendy, classic, outrageous, tarantion, cruel, theater, influential, guns, obfuscated, jules, monologue, different"
297,Panther (1995),"history, drama, factual"
298,Pushing Hands (Tui shou) (1992),drama
299,Priest (1994),"homosexuality, clv, drama, religion, redemption, catholicism, queer, love, grace, priest, soundtrack, funny, gay, christianity"
300,Quiz Show (1994),"business, usa, television, bibliothek, intelligent, clv, drama, tv, forgettable, corruption, crime"
301,Picture Bride (Bijo photo) (1994),"romance, drama, japan, hawaii, tokyo"
302,"Queen Margot (Reine Margot, La) (1994)","dumas, romance, slow, netflix, christianity, france, drama, biography, religion, royalty, history, catholicism, massacre, french, bloody"
303,"Quick and the Dead, The (1995)","action, boring, western, revenge, clv, thriller, betamax, owned, redemption, guns, gunfight"
304,Roommates (1995),"mentor, comedy, drama, cancer, touching"
305,Ready to Wear (Pret-A-Porter) (1994),"comedy, cher, altman, fashion"
306,Three Colors: Red (Trois couleurs: Rouge) (1994),"dogs, coincidences, reflective, enigmatic, neighbors, drama, reviewed, atmospheric, sequel, criterion, phone, bd-r, clv, judge, eavesdropping, red, meditative, gentle, seen, library, john, lyrical, bibliothek, models, melancholy, french"
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),"darrin, reflective, somber, composer, family, enigmatic, bluish, drama, reviewed, atmospheric, beauty, criterion, death, bd-r, clv, meditative, brian, photography, existential, lyrical, relationships, bibliothek, music, trilogy, love, melancholy, french"
308,Three Colors: White (Trzy kolory: Bialy) (1994),"white, touching, enigmatic, comedy, drama, biting, satirical, humane, sequel, criterion, beautiful, ironic, bd-r, wry, clv, cynical, bibliothek, poland, trilogy, marriage"
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)","foreign, business, original, drama, fireworks"
310,Rent-a-Kid (1995),"comedy, adoption, children, family"
311,Relative Fear (1994),"grindhouse, horror, thriller"
312,Stuart Saves His Family (1995),"comedy, satire"
313,"Swan Princess, The (1994)","musical, children, animation, animated, animals"
314,"Secret of Roan Inish, The (1994)","irish, children, ancestors, legends, seals, magic, heritage, clv, drama, mythology, wisdom, fantasy, ireland, selkies, mystery, family"
315,"Specialist, The (1994)","action, explosions, clv, drama, thriller"
316,Stargate (1994),"sweeping, religion, pyramids, wormhole, time-travel, sci-fi, action, languages, ra, tense, stargate, atmospheric, conlang, space, violence, clv, mythology, archaeology, egypt, adventure, military, slick, overrated, lavish, classic, bibliothek, rousing, watch-again, aliens"
317,"Santa Clause, The (1994)","christams, children, christmas, comedy, clv, drama, fantasy, holiday, funny, elves"
318,"Shawshank Redemption, The (1994)","prison, reflective, parole, thought-provoking, compassionate, r, cinematographer-director, favorite, motivation, awesome, schmaltzy, antihero, earnest, bd-video, perception, crime, mystery, adaptation, long, drama, jailbreak, literature, corruption, atmospheric, soppy, escape, meesa, existentialism, jail, quest, vicissitude, sexuality, inspirational, delights, own, dvd-r, tv, gefaengnisfilm, heartwarming, friendship, revenge, swearing, best-movie, patience, smart, acting, believe, warm, clv, vhs, overrated, melodrama, thoughtful, narrated, bibliothek, institutionalization, hope, genius, owned, redemption, rape, touching, humor, hide, suprising, fantasy, masterplan, amazing, dvd, brotherhood, populistic, profound, justice, violence, intense, freedom, sentimental, autonomy, insincere, talky, classic, innocent, psychology, theater, faith, lonliness"
319,Shallow Grave (1994),"underrated, dark, greed, quirky, stupidity, stylized, friendship, comedy, drama, biting, disturbing, reviewed, atmospheric, cynism, criterion, clv, thriller, scotland, menacing, cynical, overrated, music, macabre, crime"
320,Suture (1993),"underrated, original, thriller, hitchcock, pornography, identity, film-noir"
321,Strawberry and Chocolate (Fresa y chocolate) (1993),"homosexuality, cuba, drama, repression, anti-homophobia, communism, homophobia, gay, caribbean"
322,Swimming with Sharks (1995),"workplace, comedy, mean, revenge, drama"
324,"Sum of Us, The (1994)","comedy, gay, drama"
325,National Lampoon's Senior Trip (1995),comedy
326,To Live (Huozhe) (1994),"poignant, gritty, gambling, drama, tense, rice, revolution, communism, politics, iron, china, counter-revolutionary"
327,Tank Girl (1995),"action, unfinished, hilarious, comedy, bestiality, clv, comic-verfilmung, punk, stupid, prosthetics, stylized, post-apocalyptic, craptacular, desert, mutants, sci-fi"
328,Tales from the Crypt Presents: Demon Knight (1995),"horror, clv, thriller, demons, nostalgic, splatter"
329,Star Trek: Generations (1994),"franchise, bd-video, clv, drama, sequel, tv, enterprise, adventure, trekkie, sttng, space, trekie, sci-fi"
330,Tales from the Hood (1995),"action, brutality, horror, violence, clv, crime"
331,Tom & Viv (1994),"biopic, drama, doctors"
332,Village of the Damned (1995),"remake, horror, original, sci-fi"
333,Tommy Boy (1995),"overrated, salesmen, comedy, funny, quotable, hilarious"
334,Vanya on 42nd Street (1994),"talky, lyrical, elegiac, actors, drama, theatre, delights, autumnal, austere, literate, meditative, intimate, criterion, wistful"
335,Underneath (1995),"heist, clv, thriller, mystery, neo-noir"
336,"Walking Dead, The (1995)","drama, war"
337,What's Eating Gilbert Grape (1993),"creepy, quirky, disability, obesity, bittersweet, dvd-video, siblings, family, fair, excellent, boring, coming-of-age, drama, whimsical, predictable, vhs, brothers, depressing, bibliothek"
338,Virtuosity (1995),"action, crowe, clv, futuristic, thriller, technology, sci-fi"
339,While You Were Sleeping (1995),"romance, pg, good, boring, cliche, comedy, predictable, sweet, identity, clv, unoriginal, coma, cute, feel-good, romantic, frivolous, ambitioned, owned, loneliness"
340,"War, The (1994)","sentimental, drama, war, adventure"
341,Double Happiness (1994),"drama, relationships, original"
342,Muriel's Wedding (1994),"abba, quirky, feminist, bittersweet, wy, weddings, friendship, comedy, humorous, bright, wedding, self-esteem, australian, bd-r, australia, light, gentle, overrated, sexuality, rousing, upbeat, eccentric"
343,"Baby-Sitters Club, The (1995)","books, children"
344,Ace Ventura: Pet Detective (1994),"action, comedy, clv, gross-out, want, own, dumb, goofy, detective, crude, hilarious"
345,"Adventures of Priscilla, Queen of the Desert, The (1994)","musical, homosexuality, queer, drag, touching, comedy, drama, cross-dressing, glbt, unusual, transvestites, happy, clv, australia, lgbt, remade, transgender, eyesore, disco, gay, hilarious"
346,Backbeat (1993),"beatles, musicians, musical, drama"
347,Bitter Moon (1992),"romance, drama, bdsm, sexual, disturbing, erotic, passionate, obsession, film-noir"
348,Bullets Over Broadway (1994),"gangsters, mobster, comedy, clv, mob, miramax, broadway, theater, play, r, playwright"
349,Clear and Present Danger (1994),"ussr, mentor, action, usa, boring, conspiracy, revenge, drama, clancy, thiller, tense, want, sequel, clv, thriller, vhs, confrontational, rousing, cia, political, crime"
350,"Client, The (1994)","overrated, law, clv, drama, thriller, reviewed, lawyer, language, mystery, lawyers, courtroom"
351,"Corrina, Corrina (1994)","romance, heartwarming, children, comedy, drama, jazz"
352,Crooklyn (1994),"original, comedy, clv, brooklyn, drama, poverty, bittersweet, dvd-video"
353,"Crow, The (1994)","romance, dark, stylized, proyas, bittersweet, vigilante, gritty, dreamlike, action, transference, vengeance, revenge, gothic, rain, fantasy, atmospheric, nocturnal, resurgence, halloween, memories, bd-video, clv, thriller, birds, cdon, menacing, goth, elegiac, own, cool, noire, tissit, bride, crime, rape"
354,Cobb (1994),"sports, biographical, drama, baseball"
355,"Flintstones, The (1994)","children, sitcom, comedy, clv, fantasy, flying, dinosaur, cartoon, family"
356,Forrest Gump (1994),"shrimp, goblin, sweeping, chocolate, chocolates, fish, running, favorite, usa, motivation, schmaltzy, earnest, whimsical, tits, nostalgic, plot, moralistic, cult, bd-video, offensive, buy, moving, destiny, nostalgia, flashbacks, nudity, run, bench, underdog, funny, gay, amputee, trite, lame, dumb, boredom, bittersweet, action, long, comedy, humorous, drama, war, charming, bildungsroman, historical, adventure, biopic, alabama, iconic, life, sexuality, vietnam, inspirational, epic, shallow, own, clever, americana, witty, endearing, quirky, disability, emotional, cliched, memphis, surprising, soundtrack, shoes, heartwarming, terrible, friendship, contradictory, mawkish, heart-warming, quotable, acting, football, clv, biography, stupid, overrated, melodrama, narrated, romantic, conservatism, humour, forgettable, refreshing, tedious, owned, watched, political, dense, journey, bully, romance, silly, box, history, uplifting, dvd-video, touching, jfk, ignorance, humor, cloying, rolig, dvd, historic, sappy, mental, special, anthology, inspiring, sentimental, nothing, classic, feel-good, memorable, psychology, book"
