movie_id,title,all_tags
260,Star Wars: Episode IV - A New Hope (1977),"lucas, atmospheric, wizards, classic, betamax, script, spaceflight, wincest, franchise, usa, breakthroughs, cav, knights, soundtrack, complete, acting, force, rousing, stylized, adventure, visionary, sith, dvd-video, overrated, jedi, epic, dvd, dialogue, myth, story, humorous, director-screenwriter, outdated, nerdy, leia, vhs, tv, clv, exciting, androids, midgets, starwars, princess, awesome, fantasy, quotable, scifi, empire, spielberg, chewbacca, desert, space-opera, lightsabers, heroic, sequel, series, bd-video, aliens, war, space, galactic, action, sci-fi, luke, homage, robots"
261,Little Women (1994),"acting, drama, christmas, americana, excellent, clv, romance, characters, remake, ok, story"
262,"Little Princess, A (1995)","music, children, drama, india, girls, clv, orphan, imagination, england"
263,Ladybird Ladybird (1994),"drama, drab, biting, angry, cathartic, forceful, harsh, divx"
264,"Enfer, L' (1994)","enigmatic, obsession, drama, infidelity"
265,Like Water for Chocolate (Como agua para chocolate) (1992),"magic, drama, food, downbeat, passionate, exaggerated, romance, intimate, romantic, compassionate, fantasy, cooking, bittersweet, warm"
266,Legends of the Fall (1994),"western, drama, favorites, intense, clv, romance, dramatic, prohibition, war, long, epic, emotional, bittersweet"
267,Major Payne (1995),"children, comedy, military, clv, seen, hilarious, funny, underdog"
268,Little Odessa (1994),"mafia, crime, drama"
269,My Crazy Life (Mi vida loca) (1993),"friendship, gangs, drama"
270,Love Affair (1994),"romance, drama, romantic, clv"
271,Losing Isaiah (1995),"adoption, drama, lawyer"
272,"Madness of King George, The (1994)","comedy, royalty, drama, biography, madness, insanity, vhs, history, clv, biopics, revolution, hulu, biopic, funny, england"
273,Mary Shelley's Frankenstein (Frankenstein) (1994),"drama, gothic, horror, underrated, frankenstein, remake, sci-fi, bibliothek"
274,Man of the House (1995),"chase, children, comedy, divorce"
275,Mixed Nuts (1994),"holiday, comedy, annoying, christmas, bummer, depressing"
276,Milk Money (1994),"kids, comedy, family, matchmaking, boy, clv, romance, treehouse, prostitution"
277,Miracle on 34th Street (1994),"holiday, drama, family, christmas, classic, remake"
278,Miami Rhapsody (1995),"comedy, relationships, marriage, infidelity"
279,My Family (1995),"original, family, drama, clv"
280,Murder in the First (1995),"drama, torture, lawyers, prison, insanity, courtroom, clv, thriller, corruption, alcatraz"
281,Nobody's Fool (1994),"comedy, drama, underrated, clv, romance, hulu, relationships"
282,Nell (1994),"touching, flashbacks, drama, doctors, skinnydipping, language, disability, twins, communication, fear, psychological"
283,New Jersey Drive (1995),"cars, redemption, crime, drama"
284,New York Cop (NyÃ» YÃ´ku no koppu) (1993),"action, crime"
285,Beyond Bedlam (1993),"drama, horror, dreams, original, surreal"
286,Nemesis 2: Nebula (1995),"muscles, sequels, fbb, cyborgs, thriller, original, action, sci-fi"
287,Nina Takes a Lover (1994),"romance, original, comedy"
288,Natural Born Killers (1994),"journalism, brutality, prison, lurid, obnoxious, frantic, violent, incest, crime, satire, stylized, ultra-violence, psychedelic, controversial, brutal, dvd, mindfuck, visceral, owned, annoying, media, underrated, menacing, clv, thriller, grating, nothing, satirical, love, spree, paranoid, violence, hallucinatory, action"
289,Only You (1994),"romance, comedy, romantic, destiny"
290,Once Were Warriors (1994),"tattoos, rape, brutality, crime, drama, auckland, sad, alcoholism, welfare, poverty, violence, maori, abuse, disturbing, violent"
291,Poison Ivy II (1996),"thriller, drama, sexual, erotic"
292,Outbreak (1995),"drama, military, clv, reviewed, virus, gross, biology, epidemic, thriller, disease, formulaic, good, overrated, sdf, want, action, sci-fi"
293,LÃ©on: The Professional (a.k.a. The Professional) (LÃ©on) (1994),"murder, scope, intense, atmosphere, unlikely, beautiful, estrangeinro, emotional, soundtrack, crime, drama, police, acting, hitman, assassins, shooting, reviewed, stylized, dvd-video, humane, corruption, guns, killer-as-protagonist, slick, tense, visceral, quirky, humorous, touching, owned, assassination, girl, pedo, thriller, predictable, assassin-in-training, unique, harsh, strong, sniper, plot, friendship, french, milk, disturbing, action, assassin, portman"
294,"Perez Family, The (1995)","comedy, family, romance, original, romantic"
295,"Pyromaniac's Love Story, A (1995)","romance, original, comedy, romantic"
296,Pulp Fiction (1994),"brutality, rated-r, jules, violent, usa, bibliothek, sarcasm, soundtrack, crime, tarantion, mob, dvd, watch-fully, mindfuck, suspense, non-linear, quirky, visceral, smart, anthology, stupid, colourful, trendy, neo-noir, unique, thought-provoking, conversation, rape, comedy, splatter, entertaining, theater, legend, nonlinear, influential, irreverent, assassin, pretentious, dvd-r, sex, retro, macho, drugs, stylish, philosophical, riveting, unrealistic, acting, satire, witty, ultra-violence, noir, storytelling, overrated, killer-as-protagonist, epic, interesting, outrageous, owned, tarantino, superb, raw, ensemble, r, want, hipster, watched, subculture, masterpiece, trashy, random, bloody, violence, cool, talky, disturbing, action, paradoxical, milkshake, murder, intense, mafia, sweet, literate, scenic, sick, style, semi-kafkaesque, dark, unpredictable, sophisticated, drama, humor, mobster, ldschoolcool, guns, cult, monologue, cruel, one-liners, humorous, metafiction, genius, clv, thriller, original, gangsters, anal, puppets, innovative, fun, gangster, thoughtful, quotes, homosexuality, off-beat, bd-video, blood, vincent, unconventional, gritty, irony, fate, atmospheric, zeitgeist-y, classic, different, characters, hypertextual, obfuscated, stories, caper, post-modern, pulp, hitman, rousing, stylized, own, heroin, episodic, dialogue, intelligent, pointless, offensive, amazing, clever, vhs, tv, overated, exciting, artsy, nothing, quotable, empty, dialogs, ironic, aggressive, quirkey, funny"
297,Panther (1995),"factual, drama, history"
298,Pushing Hands (Tui shou) (1992),drama
299,Priest (1994),"religion, soundtrack, drama, homosexuality, catholicism, queer, clv, grace, priest, love, gay, funny, redemption, christianity"
300,Quiz Show (1994),"crime, drama, business, forgettable, bibliothek, television, tv, clv, corruption, usa, intelligent"
301,Picture Bride (Bijo photo) (1994),"drama, japan, romance, tokyo, hawaii"
302,"Queen Margot (Reine Margot, La) (1994)","netflix, royalty, drama, slow, biography, dumas, bloody, catholicism, history, romance, french, france, massacre, religion, christianity"
303,"Quick and the Dead, The (1995)","western, owned, clv, betamax, boring, thriller, guns, revenge, gunfight, action, redemption"
304,Roommates (1995),"touching, comedy, drama, cancer, mentor"
305,Ready to Wear (Pret-A-Porter) (1994),"altman, cher, comedy, fashion"
306,Three Colors: Red (Trois couleurs: Rouge) (1994),"neighbors, reflective, atmospheric, models, phone, criterion, bibliothek, gentle, drama, reviewed, dogs, melancholy, red, eavesdropping, bd-r, john, clv, lyrical, judge, enigmatic, coincidences, seen, french, meditative, library, sequel"
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),"reflective, atmospheric, photography, darrin, criterion, bibliothek, composer, drama, family, bluish, reviewed, trilogy, existential, brian, melancholy, bd-r, somber, clv, lyrical, love, music, enigmatic, death, french, meditative, beauty, relationships"
308,Three Colors: White (Trzy kolory: Bialy) (1994),"poland, beautiful, criterion, bibliothek, drama, humane, cynical, trilogy, touching, bd-r, clv, satirical, comedy, enigmatic, wry, biting, ironic, marriage, white, sequel"
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)","drama, business, foreign, original, fireworks"
310,Rent-a-Kid (1995),"children, comedy, adoption, family"
311,Relative Fear (1994),"grindhouse, thriller, horror"
312,Stuart Saves His Family (1995),"comedy, satire"
313,"Swan Princess, The (1994)","children, animals, animation, musical, animated"
314,"Secret of Roan Inish, The (1994)","mystery, children, magic, drama, family, ireland, ancestors, clv, legends, mythology, seals, irish, wisdom, fantasy, selkies, heritage"
315,"Specialist, The (1994)","drama, clv, explosions, thriller, action"
316,Stargate (1994),"sweeping, ra, atmospheric, classic, bibliothek, archaeology, wormhole, rousing, pyramids, adventure, overrated, slick, time-travel, tense, clv, mythology, egypt, watch-again, lavish, stargate, military, conlang, violence, languages, aliens, space, action, sci-fi, religion"
317,"Santa Clause, The (1994)","holiday, comedy, children, drama, christmas, christams, clv, elves, fantasy, funny"
318,"Shawshank Redemption, The (1994)","brotherhood, lonliness, best-movie, parole, bibliothek, crime, dvd, adaptation, smart, long, thought-provoking, rape, theater, schmaltzy, vicissitude, dvd-r, heartwarming, prison, warm, acting, narrated, literature, insincere, escape, hide, corruption, overrated, owned, r, favorite, soppy, masterplan, compassionate, melodrama, cinematographer-director, violence, institutionalization, talky, freedom, intense, jailbreak, delights, suprising, antihero, drama, justice, humor, profound, existentialism, mystery, genius, quest, sexuality, clv, revenge, motivation, perception, swearing, thoughtful, sentimental, innocent, faith, populistic, bd-video, friendship, awesome, inspirational, believe, gefaengnisfilm, reflective, atmospheric, classic, hope, own, meesa, earnest, psychology, autonomy, touching, patience, amazing, jail, vhs, tv, fantasy, redemption"
319,Shallow Grave (1994),"atmospheric, dark, criterion, macabre, crime, drama, greed, reviewed, stupidity, stylized, overrated, cynical, quirky, scotland, underrated, menacing, clv, thriller, music, comedy, biting, cynism, friendship, disturbing"
320,Suture (1993),"film-noir, underrated, thriller, original, hitchcock, identity, pornography"
321,Strawberry and Chocolate (Fresa y chocolate) (1993),"communism, caribbean, drama, homosexuality, cuba, homophobia, repression, gay, anti-homophobia"
322,Swimming with Sharks (1995),"comedy, drama, workplace, mean, revenge"
324,"Sum of Us, The (1994)","comedy, drama, gay"
325,National Lampoon's Senior Trip (1995),comedy
326,To Live (Huozhe) (1994),"gritty, iron, drama, politics, gambling, counter-revolutionary, revolution, poignant, china, communism, rice, tense"
327,Tank Girl (1995),"comedy, stupid, bestiality, desert, mutants, craptacular, stylized, unfinished, clv, punk, comic-verfilmung, post-apocalyptic, prosthetics, hilarious, action, sci-fi"
328,Tales from the Crypt Presents: Demon Knight (1995),"splatter, horror, demons, clv, thriller, nostalgic"
329,Star Trek: Generations (1994),"trekie, drama, trekkie, sequel, tv, adventure, clv, bd-video, sttng, space, franchise, sci-fi, enterprise"
330,Tales from the Hood (1995),"brutality, crime, horror, violence, clv, action"
331,Tom & Viv (1994),"doctors, biopic, drama"
332,Village of the Damned (1995),"original, sci-fi, remake, horror"
333,Tommy Boy (1995),"comedy, salesmen, overrated, hilarious, quotable, funny"
334,Vanya on 42nd Street (1994),"delights, actors, drama, lyrical, talky, austere, intimate, literate, elegiac, meditative, wistful, autumnal, criterion, theatre"
335,Underneath (1995),"mystery, heist, clv, thriller, neo-noir"
336,"Walking Dead, The (1995)","drama, war"
337,What's Eating Gilbert Grape (1993),"bibliothek, drama, family, creepy, coming-of-age, dvd-video, disability, obesity, fair, siblings, quirky, vhs, boring, predictable, excellent, bittersweet, brothers, depressing, whimsical"
338,Virtuosity (1995),"crowe, clv, thriller, futuristic, action, sci-fi, technology"
339,While You Were Sleeping (1995),"frivolous, sweet, romantic, pg, good, feel-good, coma, owned, clv, ambitioned, boring, predictable, comedy, unoriginal, cliche, romance, cute, loneliness, identity"
340,"War, The (1994)","adventure, sentimental, drama, war"
341,Double Happiness (1994),"original, drama, relationships"
342,Muriel's Wedding (1994),"upbeat, gentle, light, rousing, overrated, abba, humorous, quirky, australian, bd-r, sexuality, wedding, wy, weddings, bittersweet, australia, comedy, bright, eccentric, feminist, self-esteem, friendship"
343,"Baby-Sitters Club, The (1995)","books, children"
344,Ace Ventura: Pet Detective (1994),"comedy, crude, dumb, clv, own, goofy, want, hilarious, action, gross-out, detective"
345,"Adventures of Priscilla, Queen of the Desert, The (1994)","remade, disco, glbt, drama, lgbt, transgender, cross-dressing, eyesore, hilarious, touching, queer, clv, musical, australia, comedy, transvestites, homosexuality, happy, unusual, gay, drag"
346,Backbeat (1993),"drama, beatles, none, musical, musicians"
347,Bitter Moon (1992),"film-noir, drama, bdsm, obsession, passionate, erotic, romance, sexual, disturbing"
348,Bullets Over Broadway (1994),"comedy, broadway, mob, theater, mobster, miramax, r, clv, gangsters, playwright, play"
349,Clear and Present Danger (1994),"political, confrontational, cia, ussr, usa, crime, drama, rousing, tense, mentor, vhs, clv, boring, thriller, revenge, thiller, want, conspiracy, clancy, action, sequel"
350,"Client, The (1994)","mystery, drama, lawyers, law, reviewed, language, courtroom, clv, thriller, lawyer, overrated"
351,"Corrina, Corrina (1994)","comedy, heartwarming, drama, children, romance, jazz"
352,Crooklyn (1994),"comedy, drama, poverty, brooklyn, clv, dvd-video, original, bittersweet"
353,"Crow, The (1994)","gritty, halloween, tissit, proyas, gothic, vigilante, bride, atmospheric, memories, vengeance, elegiac, dark, crime, stylized, own, transference, goth, cdon, menacing, birds, rain, clv, thriller, revenge, fantasy, bittersweet, rape, noire, dreamlike, nocturnal, resurgence, romance, cool, bd-video, action"
354,Cobb (1994),"baseball, biographical, drama, sports"
355,"Flintstones, The (1994)","comedy, children, family, flying, sitcom, clv, cartoon, dinosaur, fantasy"
356,Forrest Gump (1994),"sweeping, political, americana, nostalgic, bench, conservatism, usa, amputee, soundtrack, disability, dvd, quirky, buy, heart-warming, anthology, boredom, stupid, alabama, humour, long, special, sappy, comedy, biography, destiny, schmaltzy, dense, romance, plot, shallow, whimsical, heartwarming, inspiring, iconic, emotional, fish, acting, shrimp, surprising, endearing, narrated, witty, vietnam, dvd-video, uplifting, overrated, epic, mental, owned, nudity, history, favorite, watched, chocolates, bittersweet, melodrama, bully, shoes, mawkish, dumb, silly, war, football, action, run, tits, jfk, drama, trite, humor, adventure, cult, moving, humorous, memorable, clv, sexuality, journey, underdog, biopic, motivation, lame, sentimental, bd-video, friendship, gay, inspirational, life, historical, flashbacks, cloying, memphis, classic, running, tedious, romantic, historic, forgettable, cliched, rolig, goblin, own, terrible, feel-good, earnest, psychology, touching, offensive, clever, nostalgia, box, nothing, chocolate, quotable, book, moralistic, refreshing, bildungsroman, ignorance, contradictory, charming, funny"
